year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,latitude,longitude,ontime_flight_chance,total_flights
YYYY format,MM format (1-12),Code assigned by US DOT to identify a unique airline carrier.,"Unique airline (carrier) is defined as one holding and reporting under the same DOT certificate regardless of its Code, Name, or holding company/corporation.",A three character alpha-numeric code issued by the U.S. Department of Transportation which is the official designation of the airport.,A place from which aircraft operate that usually has paved runways and maintenance facilities and often serves as a terminal,,,Carrier Count for airline cause of delay,Weather Count for airline cause of delay,NAS (National Air System) Count for airline cause of delay,Security Count for airline cause of delay,Late Aircraft Delay Count for airline cause of delay,,,Difference in minutes between scheduled and actual arrival time. Early arrivals show negative numbers.,"Carrier Delay, in Minutes","Weather Delay, in Minutes","National Air System Delay, in Minutes","Security Delay, in Minutes","Late Aircraft Delay, in Minutes",,,,
2022,3,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2027.0,443.0,169.9,1.71,21.45,2.0,247.94,25.0,0.0,23844.0,8746.0,321.0,716.0,36.0,14025.0,33.94216754999999,-118.42135906141588,81.0,2495.0
2022,2,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",1924.0,259.0,118.93,1.77,12.14,0.0,126.15,44.0,2.0,12959.0,5789.0,58.0,558.0,0.0,6554.0,33.94216754999999,-118.42135906141588,86.0,2229.0
2022,1,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2003.0,300.0,141.2,1.58,11.64,2.0,143.57,73.0,2.0,15833.0,7109.0,103.0,367.0,36.0,8218.0,33.94216754999999,-118.42135906141588,84.0,2378.0
2023,12,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2385.0,445.0,132.94,3.28,84.79,2.38,221.61,11.0,0.0,20925.0,5645.0,300.0,4037.0,76.0,10867.0,33.94216754999999,-118.42135906141588,84.0,2841.0
2023,11,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2306.0,366.0,116.16,5.05,70.45,3.31,171.03,5.0,0.0,16260.0,4589.0,431.0,3784.0,86.0,7370.0,33.94216754999999,-118.42135906141588,86.0,2677.0
2023,10,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2576.0,657.0,223.6,4.59,132.17,0.0,296.64,8.0,1.0,28836.0,9085.0,539.0,5912.0,0.0,13300.0,33.94216754999999,-118.42135906141588,79.0,3242.0
2023,9,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2443.0,638.0,199.23,5.74,132.71,3.74,296.59,11.0,4.0,27434.0,7882.0,362.0,4444.0,108.0,14638.0,33.94216754999999,-118.42135906141588,79.0,3096.0
2023,8,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2753.0,769.0,226.44,7.5,134.65,1.5,398.91,34.0,1.0,35049.0,9457.0,767.0,4966.0,32.0,19827.0,33.94216754999999,-118.42135906141588,77.0,3557.0
2023,7,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2697.0,840.0,252.87,11.36,69.44,4.65,501.68,18.0,1.0,40633.0,11520.0,1278.0,2720.0,234.0,24881.0,33.94216754999999,-118.42135906141588,76.0,3556.0
2023,6,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2589.0,860.0,251.95,2.72,153.4,4.25,447.68,12.0,5.0,39187.0,10545.0,200.0,5417.0,253.0,22772.0,33.94216754999999,-118.42135906141588,75.0,3466.0
2023,5,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2714.0,591.0,173.3,3.95,60.94,0.14,352.67,8.0,2.0,27974.0,7154.0,95.0,2249.0,10.0,18466.0,33.94216754999999,-118.42135906141588,82.0,3315.0
2023,4,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2388.0,611.0,197.73,4.09,69.96,2.25,336.97,10.0,2.0,29838.0,9144.0,410.0,2587.0,65.0,17632.0,33.94216754999999,-118.42135906141588,79.0,3011.0
2023,3,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2210.0,630.0,194.92,3.1,134.54,3.03,294.4,10.0,1.0,28716.0,8730.0,397.0,4167.0,106.0,15316.0,33.94216754999999,-118.42135906141588,78.0,2851.0
2023,2,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",1970.0,393.0,122.63,0.13,97.08,2.29,170.87,29.0,14.0,18072.0,5252.0,7.0,3423.0,88.0,9302.0,33.94216754999999,-118.42135906141588,82.0,2406.0
2023,1,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2174.0,519.0,183.19,4.54,93.99,0.0,237.27,37.0,1.0,27250.0,8775.0,426.0,3160.0,0.0,14889.0,33.94216754999999,-118.42135906141588,80.0,2731.0
2022,12,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",568.0,170.0,74.42,1.92,25.92,0.0,67.74,85.0,0.0,11650.0,5494.0,207.0,1058.0,0.0,4891.0,25.7949789,-80.28672341095405,69.0,823.0
2022,11,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",565.0,116.0,50.24,0.0,20.2,0.09,45.47,17.0,0.0,4549.0,1967.0,0.0,616.0,18.0,1948.0,25.7949789,-80.28672341095405,81.0,698.0
2022,10,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",581.0,112.0,41.89,1.07,14.45,1.0,53.58,9.0,0.0,6173.0,2258.0,263.0,906.0,28.0,2718.0,25.7949789,-80.28672341095405,83.0,702.0
2022,9,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",560.0,155.0,55.52,2.21,47.89,0.0,49.38,24.0,2.0,7705.0,2756.0,374.0,1688.0,0.0,2887.0,25.7949789,-80.28672341095405,76.0,741.0
2022,8,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",562.0,175.0,65.95,3.89,23.31,0.0,81.85,8.0,1.0,8859.0,3011.0,202.0,692.0,0.0,4954.0,25.7949789,-80.28672341095405,75.0,746.0
2022,7,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",560.0,161.0,55.96,4.21,27.31,3.15,70.38,7.0,2.0,8152.0,2562.0,169.0,1264.0,192.0,3965.0,25.7949789,-80.28672341095405,77.0,730.0
2022,6,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",522.0,177.0,69.23,4.96,44.36,0.0,58.44,13.0,11.0,10031.0,3854.0,402.0,2352.0,0.0,3423.0,25.7949789,-80.28672341095405,72.0,723.0
2022,5,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",578.0,195.0,60.51,1.78,68.49,0.0,64.22,4.0,5.0,9018.0,3026.0,93.0,2704.0,0.0,3195.0,25.7949789,-80.28672341095405,74.0,782.0
2022,4,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",532.0,201.0,71.19,1.0,48.02,1.0,79.79,23.0,4.0,12215.0,3781.0,157.0,3111.0,16.0,5150.0,25.7949789,-80.28672341095405,70.0,760.0
2022,3,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",638.0,235.0,84.81,3.96,69.37,0.0,76.85,26.0,0.0,12128.0,4083.0,506.0,2871.0,0.0,4668.0,25.7949789,-80.28672341095405,71.0,899.0
2022,2,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",614.0,144.0,66.58,1.62,37.49,0.0,38.32,17.0,1.0,6166.0,3098.0,57.0,1242.0,0.0,1769.0,25.7949789,-80.28672341095405,79.0,776.0
2022,1,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",698.0,164.0,68.72,1.56,54.16,0.0,39.57,44.0,1.0,7690.0,3118.0,52.0,1881.0,0.0,2639.0,25.7949789,-80.28672341095405,77.0,907.0
2023,12,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",578.0,151.0,42.85,1.3,57.2,0.3,49.35,4.0,0.0,7600.0,2159.0,60.0,2877.0,6.0,2498.0,25.7949789,-80.28672341095405,79.0,733.0
2023,11,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",545.0,78.0,27.78,0.0,19.85,1.0,29.38,0.0,0.0,3004.0,1165.0,0.0,533.0,55.0,1251.0,25.7949789,-80.28672341095405,87.0,623.0
2023,10,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",510.0,111.0,33.7,0.38,27.1,0.84,48.98,0.0,2.0,4898.0,1497.0,25.0,1040.0,48.0,2288.0,25.7949789,-80.28672341095405,82.0,623.0
2023,9,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",443.0,123.0,33.23,3.43,45.7,0.0,40.64,2.0,2.0,6535.0,1938.0,94.0,2182.0,0.0,2321.0,25.7949789,-80.28672341095405,78.0,570.0
2023,8,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",453.0,133.0,39.25,3.33,37.07,0.0,53.35,2.0,0.0,6885.0,1589.0,408.0,2218.0,0.0,2670.0,25.7949789,-80.28672341095405,77.0,588.0
2023,7,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",495.0,195.0,45.16,7.69,56.03,0.0,86.12,2.0,3.0,10325.0,2268.0,603.0,2701.0,0.0,4753.0,25.7949789,-80.28672341095405,71.0,695.0
2023,6,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",474.0,178.0,52.08,4.57,54.51,1.59,65.25,1.0,10.0,10855.0,2775.0,476.0,3441.0,56.0,4107.0,25.7949789,-80.28672341095405,71.0,663.0
2023,5,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",530.0,123.0,40.01,1.0,38.79,1.0,42.2,0.0,1.0,4795.0,1424.0,55.0,1426.0,42.0,1848.0,25.7949789,-80.28672341095405,81.0,654.0
2023,4,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",554.0,198.0,63.7,4.71,65.05,0.7,63.84,5.0,5.0,10142.0,2640.0,443.0,3353.0,16.0,3690.0,25.7949789,-80.28672341095405,73.0,762.0
2023,3,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",634.0,183.0,52.85,3.0,73.88,0.0,53.27,4.0,0.0,10419.0,2289.0,155.0,4597.0,0.0,3378.0,25.7949789,-80.28672341095405,77.0,821.0
2023,2,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",533.0,90.0,35.95,1.07,28.42,0.0,24.56,5.0,0.0,3510.0,1315.0,23.0,1008.0,0.0,1164.0,25.7949789,-80.28672341095405,85.0,628.0
2023,1,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",582.0,123.0,40.17,0.97,30.16,1.0,50.7,10.0,0.0,10414.0,2176.0,718.0,2658.0,24.0,4838.0,25.7949789,-80.28672341095405,81.0,715.0
2022,12,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3291.0,851.0,326.96,8.22,144.79,2.0,369.04,436.0,1.0,60981.0,23951.0,804.0,6850.0,52.0,29324.0,28.412903550000003,-81.30944309752753,72.0,4579.0
2022,11,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",2924.0,591.0,212.0,2.8,123.06,0.94,252.19,138.0,2.0,26805.0,9659.0,135.0,3970.0,17.0,13024.0,28.412903550000003,-81.30944309752753,80.0,3655.0
2022,10,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3003.0,455.0,206.18,4.02,44.07,0.61,200.12,33.0,2.0,21050.0,9549.0,279.0,1580.0,15.0,9627.0,28.412903550000003,-81.30944309752753,86.0,3493.0
2022,9,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",2825.0,679.0,236.85,15.08,142.04,1.49,283.54,228.0,20.0,35242.0,12220.0,1016.0,5889.0,32.0,16085.0,28.412903550000003,-81.30944309752753,75.0,3752.0
2022,8,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3087.0,992.0,335.53,16.53,202.64,5.8,431.49,76.0,17.0,57227.0,17591.0,1920.0,9963.0,119.0,27634.0,28.412903550000003,-81.30944309752753,74.0,4172.0
2022,7,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3132.0,1173.0,357.32,21.21,339.1,5.46,449.91,40.0,17.0,69683.0,19791.0,1667.0,18469.0,207.0,29549.0,28.412903550000003,-81.30944309752753,72.0,4362.0
2022,6,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",2938.0,1015.0,319.71,18.78,284.71,1.37,390.43,87.0,15.0,58827.0,17079.0,1590.0,15323.0,64.0,24771.0,28.412903550000003,-81.30944309752753,72.0,4055.0
2022,5,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3063.0,806.0,295.77,9.86,186.07,0.0,314.3,16.0,15.0,42596.0,15443.0,700.0,8760.0,0.0,17693.0,28.412903550000003,-81.30944309752753,79.0,3900.0
2022,4,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",2956.0,822.0,342.66,10.12,129.45,1.07,338.7,159.0,14.0,50084.0,19696.0,707.0,8435.0,48.0,21198.0,28.412903550000003,-81.30944309752753,75.0,3951.0
2022,3,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3281.0,1119.0,323.89,12.82,358.4,6.37,417.51,102.0,21.0,72700.0,21682.0,1484.0,20829.0,325.0,28380.0,28.412903550000003,-81.30944309752753,73.0,4523.0
2022,2,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",2691.0,556.0,240.47,5.66,87.21,1.2,221.45,71.0,0.0,25670.0,10940.0,299.0,3182.0,202.0,11047.0,28.412903550000003,-81.30944309752753,81.0,3318.0
2022,1,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3038.0,562.0,240.48,7.05,110.86,0.13,203.48,156.0,1.0,29754.0,12460.0,894.0,3885.0,2.0,12513.0,28.412903550000003,-81.30944309752753,81.0,3757.0
2023,12,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",4068.0,895.0,209.36,6.73,293.66,8.0,377.24,23.0,2.0,46399.0,10801.0,924.0,13253.0,235.0,21186.0,28.412903550000003,-81.30944309752753,82.0,4988.0
2023,11,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3856.0,600.0,199.87,0.35,105.39,1.4,292.99,3.0,0.0,27095.0,10274.0,22.0,3030.0,102.0,13667.0,28.412903550000003,-81.30944309752753,86.0,4459.0
2023,10,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3732.0,625.0,194.96,1.85,78.76,2.09,347.34,7.0,0.0,30880.0,10931.0,432.0,2612.0,54.0,16851.0,28.412903550000003,-81.30944309752753,86.0,4364.0
2023,9,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",2839.0,573.0,156.57,20.84,168.33,1.39,225.87,7.0,23.0,33432.0,7526.0,2130.0,9614.0,55.0,14107.0,28.412903550000003,-81.30944309752753,82.0,3442.0
2023,8,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3265.0,756.0,212.87,17.83,196.65,1.95,326.69,40.0,14.0,38811.0,10766.0,1704.0,9547.0,78.0,16716.0,28.412903550000003,-81.30944309752753,80.0,4075.0
2023,7,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3614.0,1372.0,308.09,33.67,437.97,6.4,585.87,32.0,26.0,86531.0,18409.0,3317.0,24556.0,181.0,40068.0,28.412903550000003,-81.30944309752753,72.0,5044.0
2023,6,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3437.0,1133.0,260.3,34.14,351.19,2.76,484.61,19.0,57.0,71615.0,15081.0,3158.0,21515.0,82.0,31779.0,28.412903550000003,-81.30944309752753,74.0,4646.0
2023,5,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3654.0,758.0,207.27,12.92,181.45,2.0,354.36,13.0,18.0,38824.0,11813.0,1056.0,7877.0,66.0,18012.0,28.412903550000003,-81.30944309752753,82.0,4443.0
2023,4,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3677.0,1043.0,264.22,13.04,280.74,3.81,481.19,46.0,13.0,58349.0,15192.0,1363.0,12592.0,229.0,28973.0,28.412903550000003,-81.30944309752753,77.0,4779.0
2023,3,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3716.0,1051.0,219.41,14.37,419.39,1.97,395.86,40.0,7.0,65369.0,13407.0,1338.0,25876.0,65.0,24683.0,28.412903550000003,-81.30944309752753,77.0,4814.0
2023,2,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",2971.0,394.0,140.09,2.16,80.65,0.91,170.19,30.0,8.0,17871.0,6883.0,190.0,2889.0,61.0,7848.0,28.412903550000003,-81.30944309752753,87.0,3403.0
2023,1,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3125.0,573.0,181.38,5.98,143.42,2.2,240.03,59.0,2.0,38795.0,12719.0,516.0,7288.0,57.0,18215.0,28.412903550000003,-81.30944309752753,83.0,3759.0
2022,12,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",729.0,222.0,69.81,2.64,48.21,0.31,101.03,105.0,1.0,14590.0,5053.0,326.0,2430.0,20.0,6761.0,37.622452,-122.38398938548364,69.0,1057.0
2022,11,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",717.0,145.0,50.55,0.93,17.19,0.79,75.55,4.0,0.0,6000.0,2346.0,53.0,596.0,22.0,2983.0,37.622452,-122.38398938548364,83.0,866.0
2022,10,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",745.0,144.0,40.71,0.87,22.36,0.0,80.06,2.0,0.0,5848.0,1696.0,33.0,578.0,0.0,3541.0,37.622452,-122.38398938548364,84.0,891.0
2022,9,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",749.0,177.0,62.46,1.93,27.66,0.0,84.95,12.0,0.0,8968.0,2848.0,299.0,1537.0,0.0,4284.0,37.622452,-122.38398938548364,80.0,938.0
2022,8,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",778.0,232.0,70.76,2.42,28.18,1.0,129.65,22.0,1.0,11954.0,3371.0,94.0,889.0,226.0,7374.0,37.622452,-122.38398938548364,75.0,1033.0
2022,7,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",767.0,234.0,63.12,0.0,38.09,0.0,132.79,16.0,0.0,10896.0,2904.0,0.0,1423.0,0.0,6569.0,37.622452,-122.38398938548364,75.0,1017.0
2022,6,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",749.0,181.0,54.57,1.0,15.41,0.0,110.03,2.0,0.0,8674.0,2544.0,33.0,521.0,0.0,5576.0,37.622452,-122.38398938548364,80.0,932.0
2022,5,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",762.0,179.0,65.74,0.17,41.54,0.58,70.97,9.0,0.0,8090.0,2754.0,4.0,1277.0,15.0,4040.0,37.622452,-122.38398938548364,80.0,950.0
2022,4,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",720.0,224.0,77.81,0.43,53.16,0.0,92.6,5.0,0.0,10107.0,3504.0,10.0,1821.0,0.0,4772.0,37.622452,-122.38398938548364,76.0,949.0
2022,3,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",572.0,129.0,44.02,1.0,12.81,0.0,71.17,6.0,1.0,7222.0,2830.0,107.0,632.0,0.0,3653.0,37.622452,-122.38398938548364,81.0,708.0
2022,2,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",486.0,81.0,31.13,0.0,1.62,0.0,48.24,3.0,0.0,4297.0,1662.0,0.0,93.0,0.0,2542.0,37.622452,-122.38398938548364,85.0,570.0
2022,1,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",536.0,89.0,33.55,0.0,7.74,1.0,46.72,26.0,0.0,5381.0,1927.0,0.0,466.0,15.0,2973.0,37.622452,-122.38398938548364,82.0,651.0
2023,12,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",768.0,232.0,55.4,7.12,95.53,0.97,72.98,2.0,2.0,12201.0,2881.0,381.0,4992.0,33.0,3914.0,37.622452,-122.38398938548364,76.0,1004.0
2023,11,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",732.0,158.0,41.55,0.0,44.38,0.0,72.07,3.0,0.0,6798.0,1548.0,0.0,1728.0,0.0,3522.0,37.622452,-122.38398938548364,82.0,893.0
2023,10,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",728.0,264.0,72.32,0.55,53.85,0.79,136.49,0.0,0.0,12004.0,3285.0,45.0,1742.0,46.0,6886.0,37.622452,-122.38398938548364,73.0,992.0
2023,9,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",755.0,251.0,71.09,2.07,74.46,1.0,102.39,2.0,1.0,12052.0,3098.0,68.0,2561.0,24.0,6301.0,37.622452,-122.38398938548364,75.0,1009.0
2023,8,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",772.0,260.0,58.07,4.79,70.22,0.11,126.81,18.0,0.0,13316.0,2470.0,485.0,3082.0,2.0,7277.0,37.622452,-122.38398938548364,74.0,1050.0
2023,7,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",752.0,322.0,77.82,1.95,65.75,0.0,176.48,4.0,0.0,15438.0,3526.0,57.0,2255.0,0.0,9600.0,37.622452,-122.38398938548364,70.0,1078.0
2023,6,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",754.0,306.0,47.4,3.04,87.97,0.47,167.12,5.0,0.0,14526.0,2126.0,109.0,3409.0,8.0,8874.0,37.622452,-122.38398938548364,71.0,1065.0
2023,5,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",808.0,295.0,52.87,3.84,126.21,0.89,111.19,7.0,0.0,12591.0,2054.0,124.0,4945.0,25.0,5443.0,37.622452,-122.38398938548364,73.0,1110.0
2023,4,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",729.0,220.0,55.56,0.34,63.19,0.0,100.92,7.0,1.0,10205.0,2417.0,39.0,2280.0,0.0,5469.0,37.622452,-122.38398938548364,76.0,957.0
2023,3,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",699.0,306.0,52.27,4.68,133.68,0.35,115.02,18.0,2.0,18786.0,3078.0,434.0,8421.0,30.0,6823.0,37.622452,-122.38398938548364,68.0,1025.0
2023,2,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",608.0,125.0,30.74,1.0,44.1,0.22,48.94,8.0,0.0,5455.0,1262.0,36.0,1798.0,6.0,2353.0,37.622452,-122.38398938548364,82.0,741.0
2023,1,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",687.0,229.0,52.66,5.09,88.83,0.0,82.42,30.0,2.0,13910.0,3013.0,343.0,5269.0,0.0,5285.0,37.622452,-122.38398938548364,72.0,948.0
2022,12,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",653.0,148.0,63.17,2.81,25.46,0.0,56.56,112.0,1.0,8319.0,3787.0,170.0,917.0,0.0,3445.0,47.44898194,-122.3093131,71.0,914.0
2022,11,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",602.0,122.0,41.86,0.26,26.1,2.18,51.6,1.0,1.0,5789.0,1924.0,29.0,1404.0,112.0,2320.0,47.44898194,-122.3093131,83.0,726.0
2022,10,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",834.0,160.0,61.52,3.04,13.77,0.0,81.67,3.0,0.0,7225.0,2981.0,167.0,599.0,0.0,3478.0,47.44898194,-122.3093131,84.0,997.0
2022,9,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",801.0,165.0,57.68,2.82,15.39,1.0,88.11,0.0,2.0,7986.0,2399.0,125.0,571.0,35.0,4856.0,47.44898194,-122.3093131,83.0,968.0
2022,8,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",926.0,244.0,87.39,1.83,16.69,1.0,137.09,12.0,0.0,12686.0,3693.0,168.0,790.0,149.0,7886.0,47.44898194,-122.3093131,78.0,1182.0
2022,7,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",925.0,214.0,89.8,1.58,19.23,0.0,103.39,5.0,0.0,12220.0,4208.0,166.0,768.0,0.0,7078.0,47.44898194,-122.3093131,81.0,1144.0
2022,6,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",883.0,267.0,128.29,0.08,22.8,1.0,114.83,3.0,4.0,11747.0,5477.0,12.0,769.0,22.0,5467.0,47.44898194,-122.3093131,76.0,1157.0
2022,5,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",828.0,203.0,98.82,0.0,24.16,1.65,78.37,2.0,1.0,7995.0,3342.0,0.0,744.0,47.0,3862.0,47.44898194,-122.3093131,80.0,1034.0
2022,4,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",740.0,237.0,104.75,0.0,27.52,0.7,104.03,3.0,2.0,11926.0,4415.0,0.0,1229.0,23.0,6259.0,47.44898194,-122.3093131,75.0,982.0
2022,3,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",561.0,158.0,63.29,0.0,15.02,0.0,79.69,5.0,0.0,6833.0,2814.0,0.0,521.0,0.0,3498.0,47.44898194,-122.3093131,77.0,724.0
2022,2,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",420.0,79.0,41.24,0.0,3.81,0.0,33.96,9.0,0.0,3009.0,1408.0,0.0,175.0,0.0,1426.0,47.44898194,-122.3093131,83.0,508.0
2022,1,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",478.0,90.0,51.44,0.28,7.01,0.0,31.27,25.0,2.0,5414.0,2684.0,11.0,387.0,0.0,2332.0,47.44898194,-122.3093131,80.0,595.0
2023,12,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",660.0,137.0,57.42,1.57,20.62,0.0,57.39,0.0,1.0,5225.0,2113.0,37.0,560.0,0.0,2515.0,47.44898194,-122.3093131,83.0,798.0
2023,11,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",639.0,83.0,23.73,0.0,23.22,0.0,36.05,0.0,1.0,2718.0,784.0,0.0,563.0,0.0,1371.0,47.44898194,-122.3093131,88.0,723.0
2023,10,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",703.0,156.0,47.46,0.0,36.26,0.0,72.28,0.0,0.0,6384.0,1808.0,0.0,1033.0,0.0,3543.0,47.44898194,-122.3093131,82.0,859.0
2023,9,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",744.0,228.0,70.86,0.38,53.4,0.86,102.49,0.0,1.0,9054.0,2816.0,57.0,1651.0,43.0,4487.0,47.44898194,-122.3093131,76.0,973.0
2023,8,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",875.0,245.0,84.86,6.22,46.83,0.0,107.1,4.0,3.0,11656.0,3804.0,845.0,1695.0,0.0,5312.0,47.44898194,-122.3093131,78.0,1127.0
2023,7,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",868.0,298.0,105.09,5.11,47.66,0.0,140.14,3.0,2.0,13846.0,4233.0,540.0,1822.0,0.0,7251.0,47.44898194,-122.3093131,74.0,1171.0
2023,6,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",784.0,251.0,82.43,0.25,31.86,0.53,135.93,3.0,0.0,10883.0,3419.0,11.0,1074.0,26.0,6353.0,47.44898194,-122.3093131,76.0,1038.0
2023,5,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",708.0,130.0,52.74,0.9,13.48,0.0,62.88,1.0,0.0,5907.0,2051.0,19.0,421.0,0.0,3416.0,47.44898194,-122.3093131,84.0,839.0
