year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,latitude,longitude,ontime_flight_chance,total_flights
YYYY format,MM format (1-12),Code assigned by US DOT to identify a unique airline carrier.,"Unique airline (carrier) is defined as one holding and reporting under the same DOT certificate regardless of its Code, Name, or holding company/corporation.",A three character alpha-numeric code issued by the U.S. Department of Transportation which is the official designation of the airport.,A place from which aircraft operate that usually has paved runways and maintenance facilities and often serves as a terminal,,,Carrier Count for airline cause of delay,Weather Count for airline cause of delay,NAS (National Air System) Count for airline cause of delay,Security Count for airline cause of delay,Late Aircraft Delay Count for airline cause of delay,,,Difference in minutes between scheduled and actual arrival time. Early arrivals show negative numbers.,"Carrier Delay, in Minutes","Weather Delay, in Minutes","National Air System Delay, in Minutes","Security Delay, in Minutes","Late Aircraft Delay, in Minutes",,,,
2023,1,UA,United Air Lines Network,MIA,"Miami, FL: Miami International",545.0,140.0,48.74,3.21,51.64,0.0,36.42,4.0,0.0,9209.0,2799.0,183.0,2946.0,0.0,3281.0,25.7949789,-80.28672341095405,79.0,689.0
2022,10,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",114.0,31.0,10.42,0.0,16.95,0.0,3.63,0.0,1.0,1752.0,817.0,0.0,555.0,0.0,380.0,40.6429479,-73.7793733748521,78.0,146.0
2022,9,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",120.0,19.0,5.55,0.0,12.8,0.0,0.65,0.0,0.0,1235.0,842.0,0.0,345.0,0.0,48.0,40.6429479,-73.7793733748521,86.0,139.0
2022,8,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",124.0,44.0,12.46,0.0,26.01,0.0,5.53,2.0,0.0,2985.0,1555.0,0.0,1038.0,0.0,392.0,40.6429479,-73.7793733748521,73.0,170.0
2022,7,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",120.0,36.0,12.13,0.0,11.97,0.0,11.9,0.0,0.0,2894.0,1086.0,0.0,667.0,0.0,1141.0,40.6429479,-73.7793733748521,77.0,156.0
2022,6,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",120.0,19.0,8.03,0.0,8.58,0.0,2.39,4.0,1.0,1324.0,351.0,0.0,704.0,0.0,269.0,40.6429479,-73.7793733748521,83.0,144.0
2022,5,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",123.0,21.0,10.09,0.0,4.7,0.0,6.21,5.0,1.0,1143.0,455.0,0.0,175.0,0.0,513.0,40.6429479,-73.7793733748521,82.0,150.0
2022,4,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",120.0,13.0,8.45,0.0,0.04,0.0,4.51,2.0,0.0,1284.0,823.0,0.0,6.0,0.0,455.0,40.6429479,-73.7793733748521,89.0,135.0
2022,3,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",124.0,21.0,7.29,0.0,10.24,0.0,3.47,3.0,0.0,1262.0,605.0,0.0,290.0,0.0,367.0,40.6429479,-73.7793733748521,84.0,148.0
2022,2,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",112.0,9.0,3.04,0.0,4.04,0.0,1.91,1.0,0.0,595.0,348.0,0.0,134.0,0.0,113.0,40.6429479,-73.7793733748521,92.0,122.0
2022,1,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",123.0,16.0,7.99,0.0,4.3,0.0,3.71,8.0,0.0,2232.0,1394.0,0.0,204.0,0.0,634.0,40.6429479,-73.7793733748521,84.0,147.0
2022,12,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1156.0,324.0,138.02,11.52,61.38,0.0,113.08,20.0,4.0,24111.0,10484.0,775.0,2990.0,0.0,9862.0,28.412903550000003,-81.30944309752753,77.0,1504.0
2022,11,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1088.0,169.0,54.13,4.94,55.46,0.0,54.47,61.0,1.0,10725.0,3709.0,165.0,1787.0,0.0,5064.0,28.412903550000003,-81.30944309752753,82.0,1319.0
2022,10,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1012.0,122.0,55.21,0.0,46.41,0.0,20.37,0.0,0.0,5510.0,2430.0,0.0,1802.0,0.0,1278.0,28.412903550000003,-81.30944309752753,89.0,1134.0
2022,9,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",873.0,137.0,43.59,5.92,56.71,0.0,30.77,70.0,6.0,6786.0,2108.0,502.0,2272.0,0.0,1904.0,28.412903550000003,-81.30944309752753,80.0,1086.0
2022,8,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",949.0,175.0,66.0,9.81,41.0,0.0,58.19,15.0,8.0,17281.0,5485.0,1213.0,2970.0,0.0,7613.0,28.412903550000003,-81.30944309752753,83.0,1147.0
2022,7,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",951.0,223.0,82.9,14.27,53.36,0.0,72.46,7.0,2.0,16573.0,5852.0,1065.0,2320.0,0.0,7336.0,28.412903550000003,-81.30944309752753,80.0,1183.0
2022,6,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",961.0,233.0,67.48,8.92,90.66,0.0,65.94,32.0,10.0,16530.0,4167.0,1104.0,5076.0,0.0,6183.0,28.412903550000003,-81.30944309752753,78.0,1236.0
2022,5,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1154.0,272.0,97.2,6.93,89.91,0.0,77.97,23.0,3.0,19043.0,6236.0,525.0,4190.0,0.0,8092.0,28.412903550000003,-81.30944309752753,79.0,1452.0
2022,4,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1092.0,236.0,74.69,9.81,86.89,0.0,64.61,10.0,3.0,19824.0,5077.0,1254.0,7335.0,0.0,6158.0,28.412903550000003,-81.30944309752753,81.0,1341.0
2022,3,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1173.0,356.0,104.48,4.82,166.81,0.0,79.89,3.0,3.0,21445.0,6477.0,311.0,8896.0,0.0,5761.0,28.412903550000003,-81.30944309752753,76.0,1535.0
2022,2,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1079.0,206.0,90.36,2.43,54.14,0.0,59.08,8.0,0.0,10883.0,4025.0,155.0,2169.0,0.0,4534.0,28.412903550000003,-81.30944309752753,83.0,1293.0
2022,1,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1176.0,205.0,109.06,5.44,41.83,0.0,48.67,61.0,0.0,11643.0,6141.0,378.0,1790.0,0.0,3334.0,28.412903550000003,-81.30944309752753,82.0,1442.0
2023,12,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1219.0,189.0,60.6,0.83,79.87,0.0,47.7,1.0,0.0,10193.0,3819.0,20.0,2678.0,0.0,3676.0,28.412903550000003,-81.30944309752753,87.0,1409.0
2023,11,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1138.0,110.0,53.13,0.1,29.33,0.0,27.45,2.0,0.0,5601.0,2558.0,8.0,867.0,0.0,2168.0,28.412903550000003,-81.30944309752753,91.0,1250.0
2023,10,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1074.0,163.0,55.59,3.19,32.59,1.0,70.63,3.0,1.0,8391.0,3036.0,267.0,1030.0,22.0,4036.0,28.412903550000003,-81.30944309752753,87.0,1241.0
2023,9,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",983.0,186.0,55.05,12.73,72.6,0.0,45.61,11.0,7.0,15919.0,3581.0,1970.0,5221.0,0.0,5147.0,28.412903550000003,-81.30944309752753,83.0,1187.0
2023,8,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1053.0,261.0,94.56,2.95,89.22,0.0,74.27,14.0,5.0,17438.0,5157.0,364.0,5410.0,0.0,6507.0,28.412903550000003,-81.30944309752753,79.0,1333.0
2023,7,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1069.0,422.0,159.24,21.82,135.4,0.0,105.54,44.0,13.0,36462.0,12183.0,2787.0,8895.0,0.0,12597.0,28.412903550000003,-81.30944309752753,69.0,1548.0
2023,6,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1044.0,338.0,148.45,11.21,99.2,0.0,79.14,49.0,18.0,29508.0,13356.0,1447.0,6105.0,0.0,8600.0,28.412903550000003,-81.30944309752753,72.0,1449.0
2023,5,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1149.0,236.0,86.68,7.91,72.96,0.0,68.45,5.0,7.0,14776.0,5687.0,569.0,2915.0,0.0,5605.0,28.412903550000003,-81.30944309752753,82.0,1397.0
2023,4,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1132.0,303.0,117.25,10.12,105.75,0.0,69.88,12.0,4.0,21369.0,8057.0,1344.0,5315.0,0.0,6653.0,28.412903550000003,-81.30944309752753,78.0,1451.0
2023,3,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1200.0,298.0,91.97,4.57,136.08,0.0,65.38,7.0,2.0,17001.0,4903.0,559.0,6802.0,0.0,4737.0,28.412903550000003,-81.30944309752753,80.0,1507.0
2023,2,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1039.0,209.0,93.04,1.61,50.2,0.0,64.15,1.0,0.0,12220.0,4984.0,101.0,1989.0,0.0,5146.0,28.412903550000003,-81.30944309752753,83.0,1249.0
2023,1,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1155.0,240.0,88.38,3.24,72.12,0.0,76.26,5.0,1.0,18267.0,5785.0,303.0,4668.0,0.0,7511.0,28.412903550000003,-81.30944309752753,82.0,1401.0
2022,12,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",3648.0,874.0,316.51,23.05,238.82,0.0,295.61,83.0,11.0,66049.0,26064.0,2240.0,10220.0,0.0,27525.0,37.622452,-122.38398938548364,79.0,4616.0
2022,11,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",3632.0,380.0,152.91,8.46,71.61,0.0,147.02,23.0,3.0,29711.0,14928.0,427.0,2590.0,0.0,11766.0,37.622452,-122.38398938548364,90.0,4038.0
2022,10,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",3869.0,346.0,143.6,5.71,82.39,0.0,114.3,12.0,4.0,20008.0,8871.0,281.0,2543.0,0.0,8313.0,37.622452,-122.38398938548364,91.0,4231.0
2022,9,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",3763.0,392.0,138.1,18.42,104.77,0.0,130.72,20.0,6.0,30246.0,10849.0,1927.0,5483.0,0.0,11987.0,37.622452,-122.38398938548364,90.0,4181.0
2022,8,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4245.0,553.0,227.84,24.98,94.0,3.0,203.19,41.0,4.0,48997.0,19517.0,3865.0,4064.0,194.0,21357.0,37.622452,-122.38398938548364,88.0,4843.0
2022,7,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4370.0,700.0,282.36,40.24,109.44,1.0,266.96,44.0,2.0,53249.0,21909.0,2795.0,5265.0,15.0,23265.0,37.622452,-122.38398938548364,85.0,5116.0
2022,6,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4173.0,720.0,296.21,22.2,139.08,0.0,262.51,69.0,6.0,54191.0,23587.0,1860.0,5128.0,0.0,23616.0,37.622452,-122.38398938548364,84.0,4968.0
2022,5,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",3595.0,543.0,224.49,18.78,108.6,0.0,191.12,52.0,5.0,41106.0,17277.0,1373.0,4473.0,0.0,17983.0,37.622452,-122.38398938548364,86.0,4195.0
2022,4,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",3506.0,579.0,233.14,14.99,176.84,0.0,154.03,21.0,8.0,38612.0,14680.0,1578.0,6226.0,0.0,16128.0,37.622452,-122.38398938548364,85.0,4114.0
2022,3,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",3495.0,437.0,170.02,6.6,107.07,0.0,153.31,13.0,4.0,32336.0,12135.0,601.0,6000.0,0.0,13600.0,37.622452,-122.38398938548364,89.0,3949.0
2022,2,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",2929.0,284.0,131.77,5.56,69.56,0.0,77.11,28.0,1.0,17849.0,7644.0,204.0,2197.0,0.0,7804.0,37.622452,-122.38398938548364,90.0,3242.0
2022,1,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",2990.0,367.0,188.96,12.77,60.28,0.0,104.99,171.0,3.0,27949.0,13277.0,2263.0,3215.0,0.0,9194.0,37.622452,-122.38398938548364,85.0,3531.0
2023,12,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4029.0,749.0,168.34,19.64,373.8,0.0,187.21,10.0,7.0,58322.0,14120.0,2291.0,22650.0,0.0,19261.0,37.622452,-122.38398938548364,84.0,4795.0
2023,11,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4012.0,477.0,151.56,9.36,196.16,0.0,119.92,7.0,2.0,27610.0,8726.0,779.0,8824.0,0.0,9281.0,37.622452,-122.38398938548364,89.0,4498.0
2023,10,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4236.0,544.0,176.78,7.88,188.58,0.0,170.75,14.0,10.0,34696.0,12779.0,505.0,6991.0,0.0,14421.0,37.622452,-122.38398938548364,88.0,4804.0
2023,9,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",3992.0,631.0,218.04,23.5,216.69,0.0,172.76,31.0,3.0,41565.0,14673.0,2340.0,8634.0,0.0,15918.0,37.622452,-122.38398938548364,86.0,4657.0
2023,8,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4415.0,831.0,288.9,30.46,229.05,1.64,280.95,39.0,3.0,62294.0,23125.0,3594.0,9078.0,81.0,26416.0,37.622452,-122.38398938548364,83.0,5288.0
2023,7,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4363.0,1140.0,467.28,52.91,249.28,0.0,370.53,111.0,6.0,88068.0,36789.0,4298.0,10209.0,0.0,36772.0,37.622452,-122.38398938548364,78.0,5620.0
2023,6,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4231.0,1065.0,443.46,23.28,222.87,0.31,375.08,171.0,4.0,95507.0,44494.0,1968.0,9406.0,14.0,39625.0,37.622452,-122.38398938548364,77.0,5471.0
2023,5,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",3962.0,764.0,262.14,20.02,230.35,0.0,251.49,21.0,7.0,53356.0,20261.0,1303.0,8056.0,0.0,23736.0,37.622452,-122.38398938548364,83.0,4754.0
2023,4,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",3774.0,740.0,294.16,18.15,175.48,0.0,252.2,37.0,3.0,54073.0,23066.0,1133.0,6572.0,0.0,23302.0,37.622452,-122.38398938548364,83.0,4554.0
2023,3,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",3822.0,1143.0,270.45,21.82,621.83,0.0,228.89,45.0,13.0,81541.0,23194.0,2441.0,35762.0,0.0,20144.0,37.622452,-122.38398938548364,76.0,5023.0
2023,2,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",3323.0,668.0,201.73,12.86,286.42,0.0,166.98,21.0,3.0,41016.0,15178.0,1108.0,10922.0,0.0,13808.0,37.622452,-122.38398938548364,83.0,4015.0
2023,1,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",3540.0,835.0,232.59,27.7,348.6,0.0,226.11,34.0,14.0,63736.0,15424.0,3184.0,23003.0,0.0,22125.0,37.622452,-122.38398938548364,80.0,4423.0
2022,12,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",648.0,194.0,67.19,5.24,46.05,0.0,75.52,26.0,4.0,12671.0,3893.0,440.0,1979.0,0.0,6359.0,47.44898194,-122.3093131,74.0,872.0
2022,11,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",671.0,115.0,32.43,0.0,44.97,0.0,37.6,4.0,1.0,7896.0,2043.0,0.0,2365.0,0.0,3488.0,47.44898194,-122.3093131,85.0,791.0
2022,10,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",750.0,53.0,18.95,0.0,20.91,0.0,13.14,0.0,1.0,2289.0,803.0,0.0,670.0,0.0,816.0,47.44898194,-122.3093131,93.0,804.0
2022,9,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",709.0,55.0,16.17,6.13,12.82,0.0,19.88,0.0,0.0,3285.0,821.0,380.0,465.0,0.0,1619.0,47.44898194,-122.3093131,93.0,764.0
2022,8,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",751.0,136.0,51.87,5.26,25.41,0.0,53.46,12.0,0.0,9423.0,3540.0,503.0,1157.0,0.0,4223.0,47.44898194,-122.3093131,84.0,899.0
2022,7,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",762.0,159.0,64.19,7.24,27.06,0.0,60.51,1.0,0.0,12333.0,4549.0,530.0,1134.0,0.0,6120.0,47.44898194,-122.3093131,83.0,922.0
2022,6,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",713.0,153.0,56.54,1.75,34.11,0.0,60.6,12.0,1.0,9756.0,3785.0,105.0,1190.0,0.0,4676.0,47.44898194,-122.3093131,81.0,879.0
2022,5,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",608.0,124.0,49.95,2.48,20.39,0.0,51.19,9.0,2.0,7842.0,3145.0,262.0,623.0,0.0,3812.0,47.44898194,-122.3093131,82.0,743.0
2022,4,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",593.0,97.0,35.49,2.04,23.86,0.0,35.61,3.0,4.0,5616.0,1736.0,208.0,734.0,0.0,2938.0,47.44898194,-122.3093131,85.0,697.0
2022,3,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",566.0,100.0,41.67,1.0,21.63,0.0,35.7,0.0,0.0,4910.0,1803.0,197.0,763.0,0.0,2147.0,47.44898194,-122.3093131,85.0,666.0
2022,2,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",481.0,77.0,35.51,0.13,16.25,0.0,25.11,5.0,0.0,3461.0,1229.0,39.0,595.0,0.0,1598.0,47.44898194,-122.3093131,85.0,563.0
2022,1,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",455.0,112.0,63.33,1.06,15.71,0.0,31.9,12.0,1.0,7118.0,3330.0,89.0,766.0,0.0,2933.0,47.44898194,-122.3093131,78.0,580.0
2023,12,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",654.0,68.0,24.54,1.71,18.45,0.0,23.3,0.0,0.0,3898.0,1316.0,64.0,521.0,0.0,1997.0,47.44898194,-122.3093131,91.0,722.0
2023,11,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",679.0,78.0,22.34,1.37,29.09,0.0,25.2,1.0,1.0,4465.0,1183.0,59.0,818.0,0.0,2405.0,47.44898194,-122.3093131,89.0,759.0
2023,10,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",770.0,115.0,32.44,1.41,43.01,0.0,38.13,2.0,1.0,6037.0,2258.0,70.0,1548.0,0.0,2161.0,47.44898194,-122.3093131,87.0,888.0
2023,9,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",833.0,129.0,57.52,6.83,32.64,0.0,32.02,5.0,1.0,10228.0,5171.0,1096.0,1359.0,0.0,2602.0,47.44898194,-122.3093131,86.0,968.0
2023,8,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",972.0,191.0,68.96,3.06,56.33,0.0,62.65,4.0,0.0,11509.0,5584.0,224.0,1664.0,0.0,4037.0,47.44898194,-122.3093131,83.0,1167.0
2023,7,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",939.0,333.0,136.4,14.94,62.35,0.0,119.32,24.0,1.0,25318.0,8888.0,1912.0,2870.0,0.0,11648.0,47.44898194,-122.3093131,72.0,1297.0
2023,6,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",883.0,267.0,115.54,4.4,44.38,0.0,102.68,51.0,1.0,22231.0,9906.0,280.0,1808.0,0.0,10237.0,47.44898194,-122.3093131,73.0,1202.0
2023,5,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",748.0,143.0,47.66,5.96,28.93,0.0,60.45,2.0,0.0,9819.0,2727.0,279.0,850.0,0.0,5963.0,47.44898194,-122.3093131,84.0,893.0
2023,4,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",665.0,142.0,57.7,4.19,38.98,0.0,41.13,3.0,2.0,8188.0,3362.0,383.0,1497.0,0.0,2946.0,47.44898194,-122.3093131,82.0,812.0
2023,3,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",626.0,103.0,45.02,0.82,19.9,0.0,37.25,3.0,0.0,7013.0,2178.0,658.0,719.0,0.0,3458.0,47.44898194,-122.3093131,86.0,732.0
2023,2,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",536.0,99.0,37.85,0.88,31.28,0.0,28.99,0.0,0.0,4867.0,1813.0,44.0,1097.0,0.0,1913.0,47.44898194,-122.3093131,84.0,635.0
2023,1,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",576.0,83.0,27.72,1.44,17.98,0.0,35.86,0.0,0.0,5987.0,1796.0,80.0,679.0,0.0,3432.0,47.44898194,-122.3093131,87.0,659.0
2022,12,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4148.0,765.0,228.33,21.61,161.22,2.07,351.77,98.0,5.0,68185.0,24099.0,2279.0,6911.0,132.0,34764.0,41.9782523,-87.90923552598412,83.0,5016.0
2022,11,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4175.0,682.0,191.39,16.43,165.05,3.44,305.69,74.0,4.0,87197.0,37373.0,3013.0,8609.0,118.0,38084.0,41.9782523,-87.90923552598412,85.0,4935.0
2022,10,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4652.0,646.0,227.38,8.71,128.96,2.15,278.8,19.0,4.0,61094.0,23065.0,982.0,4074.0,74.0,32899.0,41.9782523,-87.90923552598412,87.0,5321.0
2022,9,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4421.0,745.0,196.41,22.7,224.49,1.0,300.39,44.0,12.0,64175.0,25039.0,1637.0,8075.0,20.0,29404.0,41.9782523,-87.90923552598412,85.0,5222.0
2022,8,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4907.0,1261.0,320.05,72.5,424.31,2.3,441.84,298.0,15.0,110110.0,29980.0,8306.0,32673.0,284.0,38867.0,41.9782523,-87.90923552598412,76.0,6481.0
2022,7,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4779.0,1284.0,325.01,60.41,333.87,2.96,561.74,202.0,17.0,118455.0,35507.0,6290.0,21294.0,208.0,55156.0,41.9782523,-87.90923552598412,76.0,6282.0
2022,6,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4635.0,1088.0,337.14,51.46,231.66,1.66,466.09,277.0,19.0,91174.0,32704.0,4996.0,11894.0,117.0,41463.0,41.9782523,-87.90923552598412,77.0,6019.0
2022,5,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4103.0,767.0,228.94,30.75,189.46,2.84,315.0,72.0,17.0,62598.0,26002.0,2481.0,7362.0,86.0,26667.0,41.9782523,-87.90923552598412,83.0,4959.0
2022,4,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3787.0,711.0,215.92,21.63,170.9,2.55,299.99,88.0,20.0,58668.0,20231.0,2853.0,9549.0,87.0,25948.0,41.9782523,-87.90923552598412,82.0,4606.0
2022,3,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4214.0,643.0,202.82,15.62,193.36,5.39,225.81,40.0,9.0,46403.0,19046.0,1692.0,7080.0,210.0,18375.0,41.9782523,-87.90923552598412,86.0,4906.0
2022,2,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3555.0,828.0,239.69,29.09,323.95,4.42,230.85,264.0,13.0,67152.0,21650.0,4386.0,19057.0,141.0,21918.0,41.9782523,-87.90923552598412,76.0,4660.0
2022,1,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3906.0,517.0,177.4,18.9,135.14,3.48,182.07,210.0,6.0,38412.0,15295.0,2328.0,5721.0,87.0,14981.0,41.9782523,-87.90923552598412,84.0,4639.0
2023,12,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3657.0,480.0,150.15,2.71,129.6,2.39,195.15,0.0,2.0,30489.0,14187.0,261.0,3830.0,168.0,12043.0,41.9782523,-87.90923552598412,88.0,4139.0
2023,11,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3553.0,429.0,147.09,0.87,117.97,3.43,159.64,2.0,5.0,31994.0,15787.0,56.0,3446.0,135.0,12570.0,41.9782523,-87.90923552598412,89.0,3989.0
2023,10,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3954.0,514.0,170.69,9.33,170.72,1.88,161.39,8.0,1.0,39176.0,16707.0,448.0,5274.0,96.0,16651.0,41.9782523,-87.90923552598412,88.0,4477.0
2023,9,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3909.0,608.0,177.14,17.52,192.55,1.97,218.82,25.0,4.0,46604.0,15628.0,1631.0,8290.0,78.0,20977.0,41.9782523,-87.90923552598412,86.0,4546.0
2023,8,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4397.0,941.0,239.87,40.4,234.33,4.03,422.37,56.0,12.0,94427.0,26135.0,5095.0,13348.0,167.0,49682.0,41.9782523,-87.90923552598412,81.0,5406.0
2023,7,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4254.0,1273.0,329.88,58.12,405.56,5.11,474.33,104.0,27.0,124007.0,39744.0,4650.0,25468.0,192.0,53953.0,41.9782523,-87.90923552598412,75.0,5658.0
2023,6,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4157.0,1063.0,314.06,42.38,280.2,2.16,424.2,42.0,11.0,105429.0,35224.0,3835.0,13403.0,64.0,52903.0,41.9782523,-87.90923552598412,79.0,5273.0
2023,5,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4121.0,689.0,255.22,17.94,160.28,4.5,251.06,10.0,10.0,58775.0,23565.0,1583.0,6124.0,178.0,27325.0,41.9782523,-87.90923552598412,85.0,4830.0
2023,4,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4146.0,883.0,248.61,30.53,292.84,1.37,309.65,88.0,21.0,81515.0,27834.0,3870.0,14148.0,73.0,35590.0,41.9782523,-87.90923552598412,81.0,5138.0
2023,3,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4348.0,939.0,230.89,17.78,342.41,0.55,347.37,35.0,8.0,90717.0,34463.0,3002.0,13604.0,35.0,39613.0,41.9782523,-87.90923552598412,82.0,5330.0
2023,2,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3950.0,687.0,196.65,14.04,218.01,1.0,257.3,59.0,12.0,61418.0,23171.0,1207.0,8167.0,302.0,28571.0,41.9782523,-87.90923552598412,84.0,4708.0
